,index,Unnamed: 0,Unnamed: 0.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor
102,2884,2884,2884,NpNdO3,Np,Nd,0,element not in BV,element not in BV,0.98,0.98,cubic,-2.739,0.812,0.8,17.819,0.77,4.466,4.466,4.466,90,90,90,-0.35470613837242126,0.7259259259,0.7071067812,6.19,5.53,1.36,1.14,0.7071067812
103,5056,5056,5056,YFeO3,Y,Fe,1,3,3,1.08,0.65,orthorhombic,-2.758,-0.029,1,11.329,1.153,5.298,5.607,7.627,90,90,90,3.19,0.4814814815,0.8591347390999999,6.38,7.87,1.22,1.83,0.8591347390999999
104,4897,4897,4897,VBaO3,V,Ba,0,not balanced,not balanced,0.72,1.35,orthorhombic,-2.704,0.162,0.2,16.597,1.269,5.416,5.953,10.295,90,90,90,-13.06,1.0,0.5421151989,6.74,5.212000000000001,1.63,0.89,0.5421151989
105,215,215,215,AlYO3,Al,Y,0,3,3,0.54,0.9,rhombohedral,-3.324,0.236,0,13.18,3.81,6.003,6.003,6.003,54.1,54.1,54.1,-6.49,0.6666666667,0.5939696962,5.986000000000001,6.38,1.61,1.22,0.5939696962
106,2730,2730,2730,NdLaO3,Nd,La,0,3,3,1.27,1.03,cubic,-2.638,1.028,0,18.563,0.693,4.528,4.528,4.528,90,90,90,2.384,0.762962963,0.7784116667000001,5.53,5.58,1.14,1.1,0.7784116667000001
107,931,931,931,CoSmO3,Co,Sm,0,3,3,0.61,0.96,orthorhombic,-2.295,0.192,0.8,13.19,1.133,5.512,5.625,8.508,90,90,90,-0.35470613837242126,0.7111111111,0.5999693900999999,7.86,5.64,1.88,1.17,0.5999693900999999
108,1132,1132,1132,CuNdO3,Cu,Nd,0,not balanced,not balanced,0.68,0.98,rhombohedral,-1.961,0.298,0.4,14.573,0.356,6.164,6.164,6.164,54.8,54.8,54.8,-3.862,0.7259259259,0.6160629896,7.726,5.53,1.9,1.14,0.6160629896
109,3612,3612,3612,ReNaO3,Re,Na,0,5,1,0.58,1.02,rhombohedral,-1.642,0.297,0,14.518,0.856,5.93,5.93,5.93,59.3,59.3,59.3,-15.373,0.7555555556,0.5758295729,7.88,5.138999999999999,1.9,0.93,0.5758295729
110,994,994,994,CrPrO3,Cr,Pr,0,2,4,0.8,0.85,rhombohedral,-2.737,0.367,0.6,15.218,1.798,6.182,6.182,6.182,56.1,56.1,56.1,-5.186,0.6296296296,0.6910361725,6.766,5.46,1.66,1.13,0.6910361725
111,2780,2780,2780,NiBaO3,Ni,Ba,0,not balanced,not balanced,0.59,1.35,orthorhombic,-1.395,0.373,0.8,18.39,0.763,5.748,6.519,9.815,90,90,90,-0.35470613837242126,1.0,0.5080693169,7.635,5.212000000000001,1.91,0.89,0.5080693169
112,1142,1142,1142,CuPuO3,Cu,Pu,0,element not in BV,element not in BV,0.68,0.83,cubic,-1.756,0.523,0.601,15.125,0.801,4.229,4.229,4.229,90,90,90,0.726,0.6148148148,0.6584526449,7.726,6.06,1.9,1.28,0.6584526449
113,190,190,190,AlPmO3,Al,Pm,0,element not in BV,element not in BV,0.54,0.97,orthorhombic,-3.256,0.274,0,12.876,2.97,5.469,5.484,8.587,90,90,90,-6.858,0.7185185184999999,0.5760481967000001,5.986000000000001,5.553999999999999,1.61,1.13,0.5760481967000001
114,2080,2080,2080,KNbO3,K,Nb,1,1,5,1.64,0.64,tetragonal,-2.697,-0.221,0,13.332,1.714,4.003,4.003,4.161,90,90,90,5.482,0.47407407409999996,1.062436822,4.341,6.88,0.82,1.6,1.062436822
115,2219,2219,2219,LiLaO3,Li,La,0,not balanced,not balanced,0.92,1.03,orthorhombic,-2.405,0.133,0,12.879,2.829,5.849,6.005,7.334,90,90,90,-1.742,0.762962963,0.6744253753,5.392,5.58,0.98,1.1,0.6744253753
116,2596,2596,2596,NaPaO3,Na,Pa,1,element not in BV,element not in BV,1.39,0.91,orthorhombic,-2.915,-0.316,0,14.555,4.349,5.794,6.01,8.359,90,90,90,5.96,0.6740740741,0.8572887523999999,5.138999999999999,5.89,0.93,1.5,0.8572887523999999
117,4623,4623,4623,TiHgO3,Ti,Hg,0,not balanced,not balanced,0.74,1.11,orthorhombic,-1.975,0.152,0,13.864,2.063,5.301,5.832,8.969,90,90,90,-8.241,0.8222222222,0.6007533222,6.82,10.437000000000001,1.54,2.0,0.6007533222
118,2332,2332,2332,LuYO3,Lu,Y,0,3,3,1.03,0.9,cubic,-2.729,1.156,0,15.313,0.868,4.246,4.246,4.246,90,90,90,-0.404,0.6666666667,0.7479618397,5.4259,6.38,1.27,1.22,0.7479618397
119,3964,3964,3964,SiGeO3,Si,Ge,0,2,4,0.4,0.53,cubic,-1.121,1.29,0.23024652898311615,10.332,1.221,3.724,3.724,3.724,90,90,90,3.399,0.39259259259999996,0.6582110995,8.151,7.899,1.9,2.01,0.6582110995
120,2864,2864,2864,NpErO3,Np,Er,0,element not in BV,element not in BV,0.98,0.89,orthorhombic,-3.699,-0.01,0.8,14.56,2.83,5.781,6.07,8.298,90,90,90,5.227,0.6592592593,0.7355173215,6.19,6.101,1.36,1.24,0.7355173215
121,1174,1174,1174,DyBaO3,Dy,Ba,0,not balanced,not balanced,1.08,1.35,orthorhombic,-2.831,0.269,0.201,18.45,0.638,6.509,6.787,8.353,90,90,90,-7.677,1.0,0.6363961031,5.94,5.212000000000001,1.22,0.89,0.6363961031
122,2336,2336,2336,MgAcO3,Mg,Ac,0,element not in BV,element not in BV,0.89,1.12,orthorhombic,-2.778,0.199,0.2,15.257,0.592,5.598,6.166,8.84,90,90,90,-0.35470613837242126,0.8296296296,0.6412628299,7.646,5.17,1.31,1.1,0.6412628299
123,1489,1489,1489,GaLaO3,Ga,La,0,not balanced,not balanced,0.62,1.03,rhombohedral,-2.807,0.128,0,15.84,3.337,6.404,6.404,6.404,53.7,53.7,53.7,-4.204,0.762962963,0.5852942685,5.999,5.58,1.81,1.1,0.5852942685
124,3338,3338,3338,PrScO3,Pr,Sc,1,3,3,1.18,0.75,orthorhombic,-3.721,-0.029,0,13.073,4.487,5.596,5.811,8.04,90,90,90,5.422,0.5555555556,0.8518953126000001,5.46,6.54,1.13,1.36,0.8518953126000001
125,2463,2463,2463,MnSiO3,Mn,Si,0,2,4,0.96,0.4,orthorhombic,-2.487,0.227,1,8.709,3.851,4.928,5.026,7.033,90,90,90,5.482,0.2962962963,0.9333809512000001,7.435,8.151,1.55,1.9,0.9333809512000001
126,2657,2657,2657,NbLaO3,Nb,La,0,3,3,0.72,1.03,rhombohedral,-2.776,0.406,0,15.771,0.398,5.843,5.843,5.843,65.4,65.4,65.4,-9.466,0.762962963,0.6150046374,6.88,5.58,1.6,1.1,0.6150046374
127,4828,4828,4828,UCdO3,U,Cd,0,4,2,1.17,0.95,orthorhombic,-2.6,0.186,0.4,14.039,2.146,5.62,6.035,8.278,90,90,90,-0.036,0.7037037037,0.7747430820000001,6.05,8.993,1.38,1.69,0.7747430820000001
128,3122,3122,3122,PbSnO3,Pb,Sn,0,2,4,1.49,0.69,rhombohedral,-1.656,0.058,0.23024652898311615,13.699,1.879,5.759,5.759,5.759,60.6,60.6,60.6,3.602,0.5111111111,0.9844035581,7.416,7.343999999999999,2.33,1.96,0.9844035581
129,4240,4240,4240,TaBaO3,Ta,Ba,0,not balanced,not balanced,0.74,1.35,orthorhombic,-2.791,0.359,-0.001,17.807,0.304,5.529,6.608,9.748,90,90,90,-3.556,1.0,0.5473530269,7.89,5.212000000000001,1.5,0.89,0.5473530269
130,4227,4227,4227,SrUO3,Sr,U,1,2,4,1.44,0.89,orthorhombic,-3.487,-0.018,0.4,16.258,2.645,6.026,6.228,8.664,90,90,90,5.193,0.6592592593,0.8807267498000001,5.695,6.05,0.95,1.38,0.8807267498000001
131,1111,1111,1111,CuDyO3,Cu,Dy,0,not balanced,not balanced,0.68,0.99,rhombohedral,-2.062,0.267,0.4,13.329,0.373,6.017,6.017,6.017,54.2,54.2,54.2,-3.666,0.7333333333,0.6134302417999999,7.726,5.94,1.9,1.22,0.6134302417999999
132,2819,2819,2819,NiPrO3,Ni,Pr,0,not balanced,not balanced,0.59,0.92,orthorhombic,-2.037,0.275,0.6,13.738,0.518,5.568,5.843,8.444,90,90,90,-0.35470613837242126,0.6814814815000001,0.6043115222,7.635,5.46,1.91,1.13,0.6043115222
133,1181,1181,1181,DyCrO3,Dy,Cr,1,3,3,1.08,0.62,orthorhombic,-3.204,-0.038,0.6,11.115,2.524,5.265,5.569,7.582,90,90,90,4.239,0.4592592593,0.8722180093,5.94,6.766,1.22,1.66,0.8722180093
134,2280,2280,2280,LuErO3,Lu,Er,0,3,3,1.03,0.89,cubic,-2.856,1.073,0,14.843,0.878,4.202,4.202,4.202,90,90,90,0.359,0.6592592593,0.751300955,5.4259,6.101,1.27,1.24,0.751300955
135,4150,4150,4150,SnThO3,Sn,Th,0,2,4,0.81,0.94,cubic,-2.51,0.647,0,19.05,0.645,4.567,4.567,4.567,90,90,90,3.095,0.6962962963,0.6669653482,7.343999999999999,6.08,1.96,1.3,0.6669653482
136,1703,1703,1703,HfHgO3,Hf,Hg,0,4,2,0.83,1.02,orthorhombic,-2.228,0.257,0,13.616,1.593,5.258,5.545,9.34,90,90,90,-5.258,0.7555555556,0.6504188958,6.65,10.437000000000001,1.3,2.0,0.6504188958
137,797,797,797,CdVO3,Cd,V,0,2,4,1.31,0.58,orthorhombic,-1.982,0.051,0.2,10.805,0.659,5.282,5.34,7.661,90,90,90,2.427,0.4296296296,0.9745616776999999,8.993,6.74,1.69,1.63,0.9745616776999999
138,2584,2584,2584,NaLaO3,Na,La,0,not balanced,not balanced,1.39,1.03,orthorhombic,-2.306,0.13,0,14.794,2.633,6.247,6.397,7.404,90,90,90,-1.372,0.762962963,0.8140641094,5.138999999999999,5.58,0.93,1.1,0.8140641094
139,1508,1508,1508,GaRbO3,Ga,Rb,0,not balanced,not balanced,0.62,1.52,orthorhombic,-1.371,0.254,0.23024652898311615,16.763,1.967,5.779,7.022,8.261,90,90,90,-13.296,1.1259259259,0.4853659787,5.999,4.177,1.81,0.82,0.4853659787
140,3463,3463,3463,PuMgO3,Pu,Mg,0,element not in BV,element not in BV,0.96,0.72,orthorhombic,-3.148,-0.013,0.8,11.539,1.607,5.332,5.673,7.629,90,90,90,-0.714,0.5333333333,0.7890901761,6.06,7.646,1.28,1.31,0.7890901761
141,5182,5182,5182,YbZrO3,Yb,Zr,0,2,4,1.14,0.72,orthorhombic,-3.661,-0.078,0,12.652,4.217,5.525,5.756,7.958,90,90,90,5.935,0.5333333333,0.8505777223000001,6.254,6.84,1.1,1.33,0.8505777223000001
142,2663,2663,2663,NbNaO3,Nb,Na,0,not balanced,not balanced,0.77,1.02,orthorhombic,-2.492,0.214,0,13.091,2.601,5.522,5.708,8.307,90,90,90,-10.647,0.7555555556,0.6325174583,6.88,5.138999999999999,1.6,0.93,0.6325174583
143,848,848,848,CePrO3,Ce,Pr,0,3,3,1.34,0.99,cubic,-2.697,0.852,0,18.434,0.879,4.517,4.517,4.517,90,90,90,3.116,0.7333333333,0.812870616,5.54,5.46,1.12,1.13,0.812870616
144,680,680,680,CaHfO3,Ca,Hf,1,2,4,1.34,0.71,orthorhombic,-3.669,-0.087,0,12.605,4.716,5.541,5.724,7.948,90,90,90,6.417,0.5259259259000001,0.9233578842,6.1129999999999995,6.65,1.0,1.3,0.9233578842
145,4948,4948,4948,VSrO3,V,Sr,0,not balanced,not balanced,0.72,1.18,orthorhombic,-2.723,0.158,0.2,14.899,1.523,5.532,5.639,9.553,90,90,90,-9.981,0.8740740740999999,0.5785419118999999,6.74,5.695,1.63,0.95,0.5785419118999999
146,3226,3226,3226,PmCsO3,Pm,Cs,0,element not in BV,element not in BV,1.14,1.67,orthorhombic,-1.872,0.53,0,19.32,0.504,5.493,6.203,11.34,90,90,90,-0.35470613837242126,1.2370370370000001,0.5830118825,5.553999999999999,3.8939999999999997,1.13,0.79,0.5830118825
147,862,862,862,CeTbO3,Ce,Tb,0,3,3,1.34,0.92,cubic,-2.978,0.562,0,16.167,1.754,4.324,4.324,4.324,90,90,90,4.476,0.6814814815000001,0.8379371106999999,5.54,5.86,1.12,1.1,0.8379371106999999
148,1837,1837,1837,HoCoO3,Ho,Co,1,3,3,1.12,0.61,orthorhombic,-2.54,0.023,0,10.662,1.399,5.157,5.558,7.44,90,90,90,2.32,0.4518518519,0.8910988518,6.018,7.86,1.23,1.88,0.8910988518
149,2278,2278,2278,LuCuO3,Lu,Cu,0,3,3,1.03,0.54,orthorhombic,-2.309,0.018,0,10.498,0.273,5.121,5.809,7.059,90,90,90,0.256,0.4,0.8904307615000001,5.4259,7.726,1.27,1.9,0.8904307615000001
150,112,112,112,AgNpO3,Ag,Np,0,element not in BV,element not in BV,1.28,0.86,orthorhombic,-2.246,0.086,0.4,14.282,1.698,5.694,6.003,8.356,90,90,90,1.048,0.637037037,0.8414890654,7.5760000000000005,6.19,1.93,1.36,0.8414890654
151,4778,4778,4778,TmMnO3,Tm,Mn,0,2,4,1.09,0.53,orthorhombic,-2.981,0.043,0.8,11.019,0.411,5.22,5.688,7.422,90,90,90,3.296,0.39259259259999996,0.917734333,6.184,7.435,1.25,1.55,0.917734333
152,651,651,651,BiVO3,Bi,V,0,3,3,1.38,0.64,orthorhombic,-2.045,0.007,0.4,12.262,0.891,5.448,5.75,7.828,90,90,90,3.34,0.47407407409999996,0.9700510114,7.289,6.74,2.02,1.63,0.9700510114
153,1892,1892,1892,HoVO3,Ho,V,0,2,4,1.12,0.58,orthorhombic,-3.276,-0.023,0.4,11.313,1.255,5.278,5.64,7.6,90,90,90,3.926,0.4296296296,0.9049501293000001,6.018,6.74,1.23,1.63,0.9049501293000001
154,3650,3650,3650,RhAcO3,Rh,Ac,0,element not in BV,element not in BV,0.61,1.12,orthorhombic,-1.964,0.37,0,15.416,0.3,5.788,6.016,8.855,90,90,90,-6.432,0.8296296296,0.5611049762,7.46,5.17,2.28,1.1,0.5611049762
155,819,819,819,CeDyO3,Ce,Dy,0,3,3,1.34,0.91,orthorhombic,-3.65,0.035,0,15.149,5.054,5.856,6.095,8.488,90,90,90,4.606,0.6740740741,0.8416447971,5.54,5.94,1.12,1.22,0.8416447971
156,2268,2268,2268,LuBO3,Lu,B,0,3,3,1.03,0.27,cubic,-2.525,0.88,0,7.901,3.125,3.406,3.406,3.406,90,90,90,5.405,0.2,1.0388358884,5.4259,8.298,1.27,2.04,1.0388358884
157,4909,4909,4909,VEuO3,V,Eu,0,not balanced,not balanced,0.72,1.06,rhombohedral,-2.807,0.293,0.2,15.081,1.985,6.269,6.269,6.269,54.3,54.3,54.3,-8.901,0.7851851851999999,0.607348978,6.74,5.67,1.63,1.2,0.607348978
158,5101,5101,5101,YTlO3,Y,Tl,0,3,3,1.08,0.89,orthorhombic,-2.265,0.108,0,14.133,1.097,5.576,5.93,8.549,90,90,90,0.61,0.6592592593,0.7670845884999999,6.38,6.108,1.22,1.62,0.7670845884999999
159,3301,3301,3301,PrDyO3,Pr,Dy,0,3,3,1.18,0.91,cubic,-3.123,0.59,0,15.805,1.646,4.291,4.291,4.291,90,90,90,4.491,0.6740740741,0.79158414,5.46,5.94,1.13,1.22,0.79158414
160,993,993,993,CrPmO3,Cr,Pm,0,element not in BV,element not in BV,0.57,0.97,rhombohedral,-2.782,0.36,0.6,14.622,1.581,6.107,6.107,6.107,56,56,56,-5.027,0.7185185184999999,0.5851918189,6.766,5.553999999999999,1.66,1.13,0.5851918189
161,3084,3084,3084,PbEuO3,Pb,Eu,0,not balanced,not balanced,1.49,1.06,orthorhombic,-1.986,0.191,0,15.286,0.229,5.932,5.958,8.651,90,90,90,-2.642,0.7851851851999999,0.8332710616,7.416,5.67,2.33,1.2,0.8332710616
162,4366,4366,4366,Tb2O3,Tb,Tb,0,not balanced,not balanced,1.1,0.84,cubic,-2.616,0.944,0,15.769,1.476,4.288,4.288,4.288,90,90,90,0.693,0.6222222222,0.7910555315000001,5.86,5.86,1.1,1.1,0.7910555315000001
163,4443,4443,4443,TcTiO3,Tc,Ti,0,element not in BV,element not in BV,0.6,0.71,cubic,-1.681,0.775,1,11.572,0.562,3.868,3.868,3.868,90,90,90,1.36,0.5259259259000001,0.6693486521,7.28,6.82,1.9,1.54,0.6693486521
164,4730,4730,4730,TlTaO3,Tl,Ta,0,1,5,1.7,0.64,tetragonal,-2.422,0.034,0,13.343,0.836,4.037,4.037,4.093,90,90,90,5.427,0.47407407409999996,1.0837566243999999,6.108,7.89,1.62,1.5,1.0837566243999999
165,3860,3860,3860,SbTlO3,Sb,Tl,0,not balanced,not balanced,0.68,1.2,orthorhombic,-1.18,0.365,0.23024652898311615,14.757,0.869,5.751,6.242,8.222,90,90,90,-4.176,0.8888888889,0.5629124571999999,8.641,6.108,2.05,1.62,0.5629124571999999
166,5153,5153,5153,YbPdO3,Yb,Pd,0,2,4,1.14,0.62,orthorhombic,-1.894,-0.101,0.23024652898311615,11.217,0.661,5.239,5.65,7.579,90,90,90,-0.557,0.4592592593,0.8937542564000001,6.254,8.34,1.1,2.2,0.8937542564000001
167,1162,1162,1162,CuVO3,Cu,V,0,1,5,0.77,0.54,orthorhombic,-1.737,0.111,0,9.48,0.343,4.949,5.134,7.463,90,90,90,1.779,0.4,0.7931568128,7.726,6.74,1.9,1.63,0.7931568128
168,2746,2746,2746,NdPrO3,Nd,Pr,0,2,4,1.35,0.85,cubic,-2.611,0.987,0,18.292,0.745,4.505,4.505,4.505,90,90,90,2.807,0.6296296296,0.8678128678,5.53,5.46,1.14,1.13,0.8678128678
169,4351,4351,4351,TbPmO3,Tb,Pm,0,element not in BV,element not in BV,1.1,0.97,cubic,-2.478,1.14,0,17.16,1.041,4.411,4.411,4.411,90,90,90,-0.382,0.7185185184999999,0.7467291439,5.86,5.553999999999999,1.1,1.13,0.7467291439
170,2276,2276,2276,LuCrO3,Lu,Cr,1,3,3,1.03,0.62,orthorhombic,-3.233,-0.011,0.6,10.7,2.393,5.175,5.519,7.493,90,90,90,3.926,0.4592592593,0.8542711367,5.4259,6.766,1.27,1.66,0.8542711367
171,5220,5220,5220,ZnNdO3,Zn,Nd,0,not balanced,not balanced,0.9,0.98,orthorhombic,-2.275,0.258,0.2,13.873,0.509,5.458,5.847,8.694,90,90,90,-4.769,0.7259259259,0.6828284368,9.394,5.53,1.65,1.14,0.6828284368
172,2853,2853,2853,NpBaO3,Np,Ba,0,element not in BV,element not in BV,0.98,1.35,orthorhombic,-3.067,0.322,0.6,18.349,2.404,6.602,6.691,8.308,90,90,90,-0.35470613837242126,1.0,0.610206963,6.19,5.212000000000001,1.36,0.89,0.610206963
173,2867,2867,2867,NpGaO3,Np,Ga,0,element not in BV,element not in BV,0.98,0.62,orthorhombic,-2.862,0.065,0.8,11.752,2.042,5.468,5.536,7.765,90,90,90,4.907,0.4592592593,0.836324264,6.19,5.999,1.36,1.81,0.836324264
174,2873,2873,2873,NpInO3,Np,In,0,element not in BV,element not in BV,0.98,0.8,orthorhombic,-2.69,0.151,0.8,14.003,1.104,5.697,6.007,8.184,90,90,90,-0.35470613837242126,0.5925925926,0.7663064187,6.19,5.7860000000000005,1.36,1.78,0.7663064187
175,2092,2092,2092,KRbO3,K,Rb,0,not balanced,not balanced,1.64,1.52,orthorhombic,-1.044,0.102,0.23024652898311615,18.489,2.246,6.635,7.351,7.581,90,90,90,-2.794,1.1259259259,0.7366722215000001,4.341,4.177,0.82,0.82,0.7366722215000001
176,1274,1274,1274,ErMnO3,Er,Mn,0,3,3,1.06,0.65,orthorhombic,-2.971,0.036,0.8,11.143,0.273,5.243,5.699,7.457,90,90,90,3.37,0.4814814815,0.8520636712999999,6.101,7.435,1.24,1.55,0.8520636712999999
177,2148,2148,2148,LaLuO3,La,Lu,1,3,3,1.36,0.86,rhombohedral,-3.782,0.055,0,14.353,4.557,5.841,5.841,5.841,60.8,60.8,60.8,5.238,0.637037037,0.867085691,5.58,5.4259,1.1,1.27,0.867085691
178,2692,2692,2692,NbTlO3,Nb,Tl,0,3,3,0.72,0.89,rhombohedral,-1.642,0.646,0,15.555,0.293,5.662,5.662,5.662,70.2,70.2,70.2,-9.673,0.6592592593,0.6534424273,6.88,6.108,1.6,1.62,0.6534424273
179,3532,3532,3532,RbKO3,Rb,K,0,not balanced,not balanced,1.72,1.38,orthorhombic,-1.053,0.093,0.23024652898311615,18.194,2.126,6.893,7.076,7.459,90,90,90,-10.19,1.0222222222,0.795171362,4.177,4.341,0.82,0.82,0.795171362
180,2133,2133,2133,LaDyO3,La,Dy,0,3,3,1.36,0.91,cubic,-3.253,0.529,0,15.915,1.85,4.301,4.301,4.301,90,90,90,4.719,0.6740740741,0.8479023792,5.58,5.94,1.1,1.22,0.8479023792
181,19,19,19,AcFeO3,Ac,Fe,0,element not in BV,element not in BV,1.12,0.67,orthorhombic,-2.731,-0.116,1,12.687,0.906,5.63,5.655,7.97,90,90,90,4.135,0.49629629630000005,0.8646305690999999,5.17,7.87,1.1,1.83,0.8646305690999999
182,1300,1300,1300,ErTbO3,Er,Tb,0,3,3,1.06,0.92,cubic,-2.658,1.071,0,15.697,0.985,4.282,4.282,4.282,90,90,90,0,0.6814814815000001,0.7507168909999999,6.101,5.86,1.24,1.1,0.7507168909999999
183,25,25,25,AcHoO3,Ac,Ho,0,element not in BV,element not in BV,1.12,0.9,orthorhombic,-3.731,-0.004,0,15.716,4.552,5.975,6.152,8.551,90,90,90,5.577,0.6666666667,0.7762461109000001,5.17,6.018,1.1,1.23,0.7762461109000001
184,219,219,219,AsAcO3,As,Ac,0,element not in BV,element not in BV,0.52,1.12,orthorhombic,-2.622,-0.109,0,16.601,2.97,5.879,6.527,8.653,90,90,90,-2.465,0.8296296296,0.5353399517,9.81,5.17,2.18,1.1,0.5353399517
185,2283,2283,2283,LuGaO3,Lu,Ga,0,3,3,1.03,0.62,orthorhombic,-3.002,0.03,0,10.647,4.106,5.172,5.507,7.477,90,90,90,4.166,0.4592592593,0.8542711367,5.4259,5.999,1.27,1.81,0.8542711367
186,851,851,851,CeRbO3,Ce,Rb,0,not balanced,not balanced,1.24,1.52,orthorhombic,-2.041,0.288,0,19.672,1.058,6.588,6.627,9.011,90,90,90,-2.543,1.1259259259,0.6381207538,5.54,4.177,1.12,0.82,0.6381207538
187,4703,4703,4703,TlLuO3,Tl,Lu,0,not balanced,not balanced,1.7,0.86,orthorhombic,-2.366,0.083,0,13.522,0.931,5.649,5.772,8.295,90,90,90,-2.715,0.637037037,0.9758713495999999,6.108,5.4259,1.62,1.27,0.9758713495999999
188,586,586,586,BiAlO3,Bi,Al,1,3,3,1.38,0.54,orthorhombic,-2.319,0.069,0.23024652898311615,10.885,2.652,5.335,5.391,7.569,90,90,90,4.691,0.4,1.0213764617,7.289,5.986000000000001,2.02,1.61,1.0213764617
189,4760,4760,4760,TmCuO3,Tm,Cu,0,3,3,1.05,0.54,orthorhombic,-2.306,0.004,0,10.66,0.268,5.152,5.823,7.106,90,90,90,0.436,0.4,0.8979133729000001,6.184,7.726,1.25,1.9,0.8979133729000001
190,5058,5058,5058,YGdO3,Y,Gd,0,3,3,1.08,0.94,cubic,-2.798,1.002,0,16.091,1.371,4.317,4.317,4.317,90,90,90,0.203,0.6962962963,0.7503360167,6.38,6.15,1.22,1.2,0.7503360167
191,4814,4814,4814,TmYO3,Tm,Y,0,not balanced,not balanced,1.05,0.9,cubic,-2.787,1.083,0,15.361,1.077,4.251,4.251,4.251,90,90,90,0.048,0.6666666667,0.7542472333,6.184,6.38,1.25,1.22,0.7542472333
192,1878,1878,1878,HoScO3,Ho,Sc,1,3,3,1.12,0.75,cubic,-3.293,0.551,0,12.606,2.543,3.98,3.98,3.98,90,90,90,5.011,0.5555555556,0.8316922617,6.018,6.54,1.23,1.36,0.8316922617
193,1260,1260,1260,ErFeO3,Er,Fe,1,3,3,1.06,0.65,orthorhombic,-2.795,-0.021,1,11.088,1.224,5.246,5.578,7.578,90,90,90,-0.35470613837242126,0.4814814815,0.8520636712999999,6.101,7.87,1.24,1.83,0.8520636712999999
194,247,247,247,AsKO3,As,K,0,not balanced,not balanced,0.52,1.38,orthorhombic,-1.727,-0.173,0.23024652898311615,15.098,3.052,4.836,5.454,11.449,90,90,90,-9.214,1.0222222222,0.48435519439999997,9.81,4.341,2.18,0.82,0.48435519439999997
195,1468,1468,1468,GaBiO3,Ga,Bi,0,1,5,0.62,0.76,orthorhombic,-1.645,0.153,0.23024652898311615,15.009,1.6,5.373,6.159,9.071,90,90,90,-1.408,0.5629629629999999,0.6601897436,5.999,7.289,1.81,2.02,0.6601897436
196,59,59,59,AcTbO3,Ac,Tb,0,element not in BV,element not in BV,1.12,0.84,orthorhombic,-3.561,0.009,0,16.078,4.382,6.009,6.201,8.63,90,90,90,5.379,0.6222222222,0.7975131276,5.17,5.86,1.1,1.1,0.7975131276
197,940,940,940,CoTlO3,Co,Tl,0,3,3,0.61,0.89,rhombohedral,-0.891,0.205,0.798,13.149,0.558,5.829,5.829,5.829,57.3,57.3,57.3,-3.062,0.6592592593,0.6187184335,7.86,6.108,1.88,1.62,0.6187184335
198,1131,1131,1131,CuNbO3,Cu,Nb,0,1,5,0.77,0.64,rhombohedral,-2.121,0.066,0,11.121,0.787,5.59,5.59,5.59,55.7,55.7,55.7,4.362,0.47407407409999996,0.7532996865,7.726,6.88,1.9,1.6,0.7532996865
199,120,120,120,AgPuO3,Ag,Pu,0,element not in BV,element not in BV,1.28,0.83,orthorhombic,-2.016,0.046,0.6,14.166,0.997,5.67,5.99,8.343,90,90,90,0.281,0.6148148148,0.8530691901,7.5760000000000005,6.06,1.93,1.28,0.8530691901
200,4333,4333,4333,TbInO3,Tb,In,0,not balanced,not balanced,1.1,0.8,cubic,-2.046,0.657,0,13.737,1.737,4.095,4.095,4.095,90,90,90,2.768,0.5925925926,0.8057728437,5.86,5.7860000000000005,1.1,1.78,0.8057728437
201,3428,3428,3428,PtYbO3,Pt,Yb,0,element not in BV,element not in BV,0.67,0.95,orthorhombic,-1.599,0.381,0,12.428,0.574,5.204,5.605,8.522,90,90,90,-9.65,0.7037037037,0.6210242165,9.0,6.254,2.28,1.1,0.6210242165
202,1570,1570,1570,GdNdO3,Gd,Nd,0,3,3,1.11,0.98,cubic,-2.551,1.155,0,17.658,0.78,4.453,4.453,4.453,90,90,90,-1.457,0.7259259259,0.7465590909,6.15,5.53,1.2,1.14,0.7465590909
203,3209,3209,3209,PdYbO3,Pd,Yb,0,3,3,0.76,0.87,orthorhombic,-1.535,0.359,0.23024652898311615,12.384,0.215,5.371,5.643,8.172,90,90,90,-8.424,0.6444444443999999,0.6720699587000001,8.34,6.254,2.2,1.1,0.6720699587000001
204,17,17,17,AcErO3,Ac,Er,0,element not in BV,element not in BV,1.12,0.89,orthorhombic,-3.748,-0.01,0,15.547,4.544,5.96,6.123,8.521,90,90,90,5.682,0.6592592593,0.7797114953000001,5.17,6.101,1.1,1.24,0.7797114953000001
205,3349,3349,3349,PrTlO3,Pr,Tl,0,3,3,1.18,0.89,orthorhombic,-2.214,0.043,0,14.972,1.132,5.774,6.149,8.433,90,90,90,1.197,0.6592592593,0.7986518555,5.46,6.108,1.13,1.62,0.7986518555
